Round,Accuracy,Precision,Recall
0,0.2021338789827536,0.1822522705552318,0.1518139341848196
1,0.3414206372405729,0.41138718891983844,0.30743164717292454
2,0.5232388190587548,0.5848289460487348,0.49882138088532146
3,0.6857643963753288,0.710868389607599,0.6196537800013557
4,0.7451037708272434,0.7967847567126763,0.6785496811499729
